offerid	clusterid	size	productname	brand	description	id1	id2	id3	price	currency
savingslots_529	cluster_22517	11	ASUS TP412UADB51T 14  i5 8250u 8gb 256gb win 10	ASUS	"vivobook flip star grey metal touch screen 14.0inch fhd (1920x1080), glossy, ips level wideview intel core i5-8250u 1.6ghz (turbo up to 3.4ghz) n/a 8gb ddr4 1x socket (one slot installed w/ 4gb) + [4gb on board"	1.92876E+11	ZA150273US	ZA150273US	787	USD
savingslots_534	cluster_22363	8	Lenovo 81EM0011US Ip flex 6 14 i5 8gb 128gb	Lenovo	cycle 2 2018 ideapad flex 6-14ikb 14.0inch (fhd) touch core i5-8250u 8gb 128gb intel uhd graphics 620 windows 10 home 802.11ac onyx blackweight: 4.7 (lbs)	1.92652E+11	15DB0040NR	15DB0040NR	773	USD
savingslots_538	cluster_22520	18	HP 14BA110NR 15 i5 8250 8g 256 tch w10 2c	HP	"core i5-8250u qc, uma, 8gb, 14inch hd, touch, 256 gb ssd, misc no odd win 2017, 802.11ac 2x2 bt, hd wide fov webcam, dual array digital mics, usb c, backlit, b&o play, acadpt 65 watt smart npfc ra, batt 3c 41 w"	1.92545E+11	20KN008GUS	20KN008GUS	765	USD
savingslots_540	cluster_21494	10	Lenovo 81D200AMUS Ip 330 15.6 r7 12gb 2tb	Lenovo	cycle 2 2018 ideapad 330-15arr 15.6inch (hd) ryzen 7 2700u 12gb 2tb radeon rx vega 10 graphics windows 10 home 802.11ac platinum greyweight: 6.2 (lbs)	1.93124E+11	20KS008JUS	20KS008JUS	763	USD
savingslots_549	cluster_22164	7	Lenovo 20KU001KUS E485 2500u 8gb 256gb w10p	Lenovo	"thinkpad e485, amd ryzen 5 2500u (2.00ghz), 14.0 1920x1080, windows 10 pro 64, 8.0gb, 1x256gb ssd pcie, amd vega 8 graphics, bluetooth 4.1, 720p camera , 3cell li-polymer, 1 year depotweight: 5.8 (lbs)"	1.92651E+11	TP401CADHM4T	TP401CADHM4T	746	USD
savingslots_555	cluster_21902	7	ASUS S530UADB51RD 15.6 i5-8250u 8gb 256gb win10	ASUS	"vivobook s starry grey with red edges no touch screen 15.6inch fhd (1920*1080), matte, ips level wideview intel core i5-8250u 1.6ghz (turbo up to 3.4ghz) n/a 8gb ddr4 2x socket (one slot installed w/ 8gb, one s"	8.8935E+11	81EM000VUS	81EM000VUS	743	USD
savingslots_556	cluster_22370	7	ASUS X540UADB71 15.6 8550u 8gb win 10	ASUS	"dark brown/gold no touch screen 15.6inch fhd (1920*1080), matte intel core i7-8550u 1.8ghz (turbo up to 4ghz) 8gb ddr4 1x socket (one slot installed w/ 4gb) + [4gb on board] intel hd 1tb sshd (8gb cach"	1.92876E+11	81HA000JUS	81HA000JUS	743	USD
savingslots_561	cluster_22161	8	Dell I55705395SLV 15.6 i5  8250u 8gb 256gb	Dell	"15.6-inch fhd (1920 x 1080) anti-glare led-backlit display . 8th generation intel core i5-8250u processor (6mb cache , up to 3.4 ghz). windows 10 home 64-bit english . 8gb 2400mhz ddr4 up to [16gb], (additio"	8.84116E+11	TP203NAWB01T	TP203NAWB01T	726	USD
savingslots_562	cluster_22346	7	HP 1NW57UT 250g6 i57200u 8g 256gb 15.6	HP	"hp 250 g6, intel core i5-7200u (2.5ghz, up to 3.1ghz, 3mb cache),8gb, 2133 1d,ssd 256 gb tlc, 15.6 led hd sva ag, uma: hd 620, dvd/cd-rw combo, 802.11 a/b/g/n/ac (1x1) bt 4.2 bt, tpm 2.0, slot lock, wdr hd,"	1.90782E+11	C9103916	C9103916	721	USD
savingslots_567	cluster_21947	6	Lenovo 80X50002US 320s 15ikb 15.6 i7 8gb 1tb	Lenovo	"320s-15ikb 15.6inch ips fhd (1920x1080), non-touch, i7-7500u, 8gb ddr4, no ssd, 1tb hdd, windows 10 home, geforce 940mx 2gb, mineral greyweight: 6.75 (lbs)"	1.91376E+11	T103HAD4GR	T103HAD4GR	703	USD
savingslots_576	cluster_22328	7	Acer A51551G5067 15.6 ci58250 8g 256ssd win10	Acer	"acer aspire 5 notebook - 15.6inch 1920x1080 display, intel core i5-8250u cpu, 8gb ram, 256gb ssd & 1tb hdd, nvidia geforce mx150 graphics, windows 10 homeweight: 6.8 (lbs)"	1.91115E+11	T101HAC4GR	T101HAC4GR	688	USD
savingslots_578	cluster_22468	13	Lenovo 81DE01M2US Ip 330 15.6 i5 8gb 1tb	Lenovo	cycle 2 2018 ideapad 330-15ikbr 15.6inch (hd) core i5-8250u 8gb 1tb + 16gb optane intel uhd graphics 620 windows 10 home 802.11ac platinum greyweight: 6 (lbs)	1.93125E+11	81CX0000US	81CX0000US	683	USD
savingslots_58	cluster_22345	7	HP 2GZ76UT Ebx360 1030g2 i57300u 16g 256g	HP	"hp smartbuy elitebook x360 1030 g2, intel core i5-7300u (2.6 ghz, 3 mb cache), 16gb, 2133ssd 256 gb m2 tlc sed, 13.3inch fhd (1920x1080) sure view tsuma: hd 620, no optical, 802.11 a/b/g/n/ac 2x2 +bt 4.2, bt, l"	1.91628E+11	1JD33UT	1JD33UT	2063	USD
savingslots_580	cluster_22605	20	Lenovo 81DJ0003US Ip 330 touch i5 8gb 1tb	Lenovo	"cycle 1 2018 ideapad 330-15 touch, 15.6inch hd (1366x768), touch, i5-8250u, 8gb ddr4, no ssd, 1tb 5400 hdd, dvdrw, integrated graphics, windows 10 home, 802.11ac, 2xusb 3.0, 1x type c(usb3.0), 720p hd, bluetoot"	1.92331E+11	80VJ0002US	80VJ0002US	670	USD
savingslots_581	cluster_22496	9	Lenovo 81D30001US Ip 330 touch r5 8gb 1tb	Lenovo	"cycle 1 2018 ideapad 330-15 touch, 15.6inch hd (1366x768), touch, ryzen r5-2500u, 8gb ddr4, no ssd, 1tb 5400 hdd, dvdrw, integrated graphics, windows 10 home, 802.11ac, 2xusb 3.0, 1x type c(usb3.0), 720p hd cam"	1.92331E+11	I3185A760GRY	I3185A760GRY	668	USD
savingslots_582	cluster_22105	8	Lenovo 81HA0009US Ip flex 6 14 r3 8gb 128gb	Lenovo	cycle 2 2018 ideapad flex 6-14arr 14.0inch (fhd) touch ryzen 3 2200u 8gb 128gb radeon vega 3 graphics windows 10 home 802.11ac onyx blackweight: 5.05 (lbs)	1.92563E+11	C202SAYS02	C202SAYS02	668	USD
savingslots_593	cluster_22377	7	ASUS X540UADB51 15.6 i5-8250u 8gb 1tb win10	ASUS	"asus laptop dark brown/gold no touch screen 15.6inch fhd (1920*1080), matte intel core i5-8250u 1.6ghz (turbo up to 3.4ghz) n/a 8gb ddr4 1x socket (one slot installed w/ 4gb) + [4gb on board] intel hd 1tb sshd"	8.8935E+11			637	USD
savingslots_599	cluster_22363	8	HP 15DB0040NR 15 ryz5 2500 8g 1t tch w10 2c	HP	"ryzen5 2500u, uma, 8gb, 15.6inch hd, touch, 1 tb hdd, dvd, 802.11ac 1x1 bt, hd webcam, single digital mic, none, standard, hd audio, acadpt 45 watt smart npfc ra, batt 3c 41 whr long life, opp chassis/id, win10"	1.92545E+11			634	USD
savingslots_603	cluster_22520	18	Lenovo 20KN008GUS Ts e480 i3 4gb 500gb	Lenovo	"thinkpad e480, intel core i3-7020u (2.30ghz, 3mb), 14.0 1366x768, windows 10 pro 64, 4.0gb, 1x500gb sata iii, intel uhd 620, bluetooth 4.1, 720p camera, 3cell li-polymer, 1 year depotweight: 5.8 (lbs)"	1.92651E+11			619	USD
savingslots_604	cluster_22286	6	HP 15CU0071NR 15  i3 8130  8g 1t tch w10 2c	HP	"core i3-8130u dc, uma, 8gb, 15.6inch hd, touch, 1 tb hdd, dvd, 802.11ac 2x2 bt, hd wide fov webcam, dual array digital mics, usb c, standard, b&o play, acadpt 45 watt smart npfc ra, batt 3c 41 whr long life, st"	1.92545E+11			616	USD
savingslots_605	cluster_21494	10	Lenovo 20KS008JUS Ts e580 i3 4gb 500gb	Lenovo	"thinkpad e580, intel core i3-7020u (2.30ghz, 3mb), 15.6 1366x768, windows 10 pro 64, 4.0gb, 1x500gb sata iii, intel hd 620, bluetooth 4.1, 720p hd camera, 3cell li-polymer, 1 year depotweight: 6.25 (lbs)"	1.92651E+11			609	USD
savingslots_61	cluster_21982	6	HP 1BS99UT 1030 g2 i77600u 13.3 8g 512 r	HP	"hp smartbuy elitebook x360 1030 g2, intel core i7-7600u (2.8 ghz, 4 mb cache), 8 gb 2133 ddr4ssd 512 gb m2 tlc, pcie13.3inch fhd (1920 x 1080) tsuma: hd 620, no optical, 802.11 a/b/g/n/ac 2x2 +bt 4.2, bt, tpm 2"	1.90781E+11	GL704GMDH74	GL704GMDH74	2041	USD
savingslots_611	cluster_22378	7	Acer A51751568Y 17.3 ci58250 8g 1tb w10	Acer	"acer aspire 5 - 17inch 1600x900 display, intel core i5-8250u cpu, 8gb ram, 1tb hdd, windows 10 home, dvdrw driveweight: 8.8 (lbs)"	1.91114E+11			593	USD
savingslots_63	cluster_22193	7	HP 2XU38UT 14 1040g4 i5-7300u 16gb/512pc	HP	"hp smartbuy elitebook 1040g4 i5-7300u 14 16gb/512 pc intel i5-7300u, 14.0 uhd led uwva ts, uma, webcam, 16gb ddr4, 512gb ssd, ac+bt, 6c batt, w10 pro64, 1yr wrty+3yrtrvpu+retweight: 5.35 (lbs)"	1.92018E+11	I75777289BLK	I75777289BLK	2040	USD
savingslots_641	cluster_22325	7	ASUS T101HAC4GR 10.1 quad core 4gb 64gb	ASUS	"tranformer book.touch screen gray. 10.1inch ips wxga (1280x800), glossy, intel quad-core atom z8350 1.44 ghz (turbo up to 1.92 ghz), 4gb ddr3 (on board), 64gb emmc, no optical drive, windows 10 (64bit), 1yr int"	8.8935E+11			319	USD
savingslots_647	cluster_22575	10	ASUS C202SAYS02 11.6 n3060 4gb 16gb w10	ASUS	"dark blue and grey/imr intel dual-core celeron n3060 processor (2m cache, up to 2.48 ghz) 4gb 16g emmc 11.6'//led back-lit//ultra slim 200nits//hd+ 1366x768 16:9//ag//ntsc:45% hdmi 1.4weight: 4.1 (lbs)"	8.89349E+11			251	USD
savingslots_652	cluster_22527	8	HP 11V010NR Chrom 11.6 n3060 16g 4g gry 3c	HP	"11-v010nr chromebook celeron n3060 dc, uma, 4gb ob mem, 11.6inch hd, non-touch, 16gb emmc, 0, 802.11ac 2x2 bt, hd webcam, dual array digital mics, none, standard, hd audio, acadpt 45 watt smart npfc, batt 2c 43"	1.9078E+11			218	USD
savingslots_81	cluster_22523	11	Lenovo 20LF000PUS Ts x1 yoga gen3 i5 16gb 256gb	Lenovo	"factory direct item only thinkpad x1 yoga 3rd generation, intel core i5-8350u (1.70ghz, 6mb), 14.0 1920x1080 multitouch, windows 10 pro 64, 16.0gb, 1x256gb ssd pcie, intel uhd 620, bluetooth 4.1, 720p hd cam"	1.9233E+11	V1Q03UT	V1Q03UT	1942	USD
savingslots_86	cluster_22359	10	HP 2UE44UT 1020ebg2 i77500u 8gb 256g 12.5	HP	"hp smartbuy elitebook x360 1020 g2, intel core i7-7500u (2.7 ghz, 4 mb cache), 8gb, 1833 on mbssd 256gb nvme, 12.5inch fhd (1920x1080) sure view tsuma: hd 620, no optical, 802.11 a/b/g/n/ac 2x2 +bt 4.2, bt, tp"	1.92018E+11	20KJ0019US	20KJ0019US	1933	USD
savingslots_91	cluster_22138	6	HP V2W10UT Zbk3 15 i7 6700 512g 16g w7 10	HP	"zbook3 15u i7-6700hq 15.6 16gb/512 pc core i7-6700hq, 15.6 fhd ag led sva, uma, 16gb ddr4 ram, 512gb ssd, bt, 9c battery, fpr, win 10 pro 64 dg win 7 64, 3yr warranty u.s. - english localizationweight: 9.15"	8.89899E+11	3RF14UT	3RF14UT	1898	USD
savingslots_94	cluster_22265	6	HP 1NM38UT X360eb 1030g2 i57200u 8g 256gb	HP	"hp smartbuy elitebook x360 1030 g2, intel core i5-7300u (2.6 ghz, 3 mb cache), 8 gb 2133 ddr4ssd 256 gb m2 tlc sed, 13.3inch fjd (1920x1080) sure view tsuma: hd 620, no optical, 802.11 a/b/g/n/ac 2x2 +bt 4.2, b"	1.90782E+11	AW17R57441SLV	AW17R57441SLV	1878	USD
savingslots_97	cluster_22103	6	Dell AW17R57092SLV 17.3 i7 8750h 16gb 1tb	Dell	"non touch. alienware 17 r5. epic silver. 8th generation intel core i7-8750h (6-core, 9mb cache, up to 3.9ghz w/ turbo boost). 16gb 2400mhz ddr4, (2x8gb). 1 tb [hybrid] (hdd) + 8 gb ssd. 17.3-inch fhd (1920 x"	8.84116E+11	20LF000JUS	20LF000JUS	1872	USD
savingslots_98	cluster_22518	8	Lenovo 20HH000GUS Ts p51 i7 8gb 256gb	Lenovo	"thinkpad p51, intel core i7-7820hq (2.90ghz, 8mb) 15.6 1920x1080 , windows 10 pro 64, 8.0gb, 1x256gb ssd pcie, nvidia m1200m, bluetooth 4.1, 720p hd camera, 6 cell li-polymer, 3 year depotweight: 8.7 (lbs)"	1.91376E+11	V1Q02UT	V1Q02UT	1865	USD
sdicraft_111	cluster_22220	6	HP 14in ProBook 640 G2 Notebook		"Thin at 1.06in and weighing 4.3 lb, the 14in ProBook 640 G2 Notebook from HP is a configurable and cost effective system that combines support for legacy features with long-term stability and modern security for today's businesses. It is powered by a 2.3 GHz Intel Core i5-6200U Dual-Core processor, allowing you to run multiple applications simultaneously. The processor also features a burst speed of up to 2.8 GHz and the system's 4GB of 2133 MHz DDR4 RAM not only allows efficient multitasking, but also allows the computer to quickly access frequently-used files and programs.; The 14in SVA anti-glare flat display features an HD 1366 x 768 screen resolution, LED-backlighting, a 16:9 aspect ratio, and 220 cd/m2 brightness. The integrated Intel HD Graphics 520 delivers a sharp, clear picture and you'll also be able to output video to an external display using the built-in DisplayPort 1.2 and VGA outputs. For connecting to the Internet, the ProBook 640 G2 is equipped with wired Gigabit Ethernet and dual-band 802.11a/b/g/n (2x2) Wi-Fi. External peripherals, such as additional storage or optical drives may be connected using the one USB 3.0 Type-C port or the two USB 3.0 ports, one of which doubles as a charging port. Additional compatible peripherals may be connected using Bluetooth 4.2 technology.; For long-term storage of your files, the ProBook 640 G2 has a 500GB 7200 rpm SATA hard drive that provides quick access to your data. Whether you are listening to music, watching a movie, or playing a game, the built in stereo speakers offer HD audio with DTS Studio Sound. There is also an integrated 720p HD webcam which allows you to engage in face-to-face conversations using Skype or other software, an integrated dual-microphone array, and an SD media card reader that supports SD, SDHC, and SDXC card formats.; The ProBook 640 G2 Notebook is powered by a Smart AC adapter and a 3-cell / 48 Wh Lithium-ion prismatic battery that lasts for up to 10.25 hours before recharging is required. Included with this system is a power cord and Windows 7 Professional (32 & 64-bit) recovery media. While the installed operating system is Windows 7 Professional (64-bit), a Windows 10 Professional (64-bit) license is included at no additional cost."	8.89895E+11	V1P72UTABA	HE640G2V1P72	533.24	EUR
sdicraft_117	cluster_22484	8	HP 14in EliteBook 1040 G3 Notebook		"Designed for mobile professionals who require rugged systems for enhanced business and graphics performance in a managed IT environment, as well as security and manageability features, the 14in EliteBook 1040 G3 Notebook from HP is powered by a 2.3 GHz Intel Core i5-6200U Dual-Core processor and 8GB of 2133 MHz DDR4 RAM, allowing you to run multiple programs simultaneously and quickly access frequently used files and programs. When running more demanding programs or tasks, the processor can be boosted to achieve a speed of 2.8 GHz using Intel's Turbo Boost technology.; The 14in SVA display features a Full HD 1920 x 1080 screen resolution, LED backlighting, a 16:9 aspect ratio, and an anti-glare finish. Visuals are handled by the integrated Intel HD 520 chipset, and you can output video to an external display using the built-in HDMI port. Using the optional UltraSlim Docking Station, up to three displays are supported with a color depth of up to 32-bits per pixel.; For storage of your files, this system comes with a 256GB M.2 TLC SATA III 6 Gb/s SSD. While this SSD may not have the larger capacity of a traditional spinning hard drive, it is able to operate with faster data transfer speeds because it contains no moving parts. Additionally, its lack of moving parts also helps it to be more resistant to damage from bumps and drops. SSDs also receive less wear and tear because the drive has no read and write heads that the disk media comes into contact with.; If you want to add external storage, optical drives, mice, keyboards, printers, memory card readers, and more, the EliteBook 1040 G3 offers two USB 3.0 Type-A ports and one USB 3.0 Type-C port, all of which double as charging ports. Built-in speakers, microphones, and a 720p webcam let you participate in video calls for work or with friends and family. Connect to the Internet via 802.11ac Wi-Fi or Gigabit Ethernet for a more stable and reliable connection. Furthermore, to free up USB ports and reduce wire clutter, you can connect additional peripherals and devices using Bluetooth 4.2. A built-in 3-in-1 media card reader supports SD/SDHC/SDXC formats.; The EliteBook 1040 G3 Notebook operates using an included 3.2' power cord and a 45W AC adapter that runs at 90-265 VAC and 47-63 Hz, as well as a 6-cell / 45.6Wh Lithium-ion polymer battery that will last for up to 11.5 hours before recharging is required. While the installed operating system is Windows 7 Professional (64-bit), a Windows 10 Professional (64-bit) license is included at no additional cost. Also included is Windows 7 Professional (64-bit) recovery media and an HP Side Dock Adapter with RJ45 and VGA ports, as well as NFC capabilities. This system is protected by a limited 1-year parts and labor warranty."	8.89899E+11	V1P90UTABA	HE1040G3V190	886.88	EUR
sdicraft_121	cluster_22568	10	HP 15.6in ProBook 650 G2 Notebook		"Thin at 1.07in and weighing 5.1 lb, the 15.6in ProBook 650 G2 Notebook from HP is a configurable and cost effective system that combines support for legacy features with long-term stability and modern security for today's businesses. It is powered by a 2.4 GHz Intel Core i5-6300U Dual-Core processor, allowing you to run multiple applications simultaneously. The processor also features a burst speed of up to 3.0 GHz and the system's 8GB of 2133 MHz DDR4 RAM not only allows efficient multitasking, but also allows the computer to quickly access frequently-used files and programs.; The 15.6in SVA anti-glare flat display features a Full HD 1920 x 1080 screen resolution, LED-backlighting, a 16:9 aspect ratio, and 300 cd/m2 brightness. The integrated Intel HD Graphics 520 delivers a sharp, clear picture and you'll also be able to output video to an external display using the built-in DisplayPort 1.2 and VGA outputs. For connecting to the Internet, the ProBook 650 G2 is equipped with wired Gigabit Ethernet and dual-band 802.11ac (2x2) Wi-Fi. External peripherals, such as additional storage or optical drives may be connected using the one USB 3.0 Type-C port or the two USB 3.0 Type-A ports, one of which doubles as a charging port. Additional compatible peripherals may be connected using Bluetooth 4.2 technology.; For long-term storage of your files, the ProBook 650 G2 has a 500GB 7200 rpm SATA hard drive that provides quick access to your data. Whether you are listening to music, watching a movie, or playing a game, the built in stereo speakers offer HD audio with DTS Studio Sound. There is also an integrated 720p HD webcam which allows you to engage in face-to-face conversations using Skype or other software, an integrated dual-microphone array, and an SD media card reader that supports SD, SDHC, and SDXC card formats.; The ProBook 650 G2 Notebook is powered by a Smart AC adapter and a 3-cell / 48 Wh Lithium-ion prismatic battery that lasts for up to 9.75 hours before recharging is required. Included with this system is a power cord and Windows 7 Professional (32 & 64-bit) recovery media. While the installed operating system is Windows 7 Professional (64-bit), a Windows 10 Professional (64-bit) license is included at no additional cost."	8.89895E+11	V1P79UTABA	HE650G2V1P79	691.48	EUR
sdicraft_147	cluster_22371	7	HP 14in EliteBook 840 G4 Notebook		"Designed for mobile professionals who require a rugged notebook with enhanced system and graphics performance in a managed-IT environment, the 14in EliteBook 840 G4 Notebook from HP features comprehensive security and a collaborative experience that can handle demanding tasks with efficiency. It is powered by a 2.6 GHz Intel Core i5-7300U Dual-Core processor and 16GB of 2133 MHz DDR4 RAM, allowing you to run multiple programs simultaneously and quickly access frequently used files and programs. When running more demanding programs or tasks, the processor can be boosted to achieve a speed of 3.5 GHz.; The 14in UWVA anti-glare display features IPS/FFS/VA LCD modes and a Quad HD 16:9 resolution of 2560 x 1440. Visuals are handled by the integrated Intel HD Graphics 620 chipset, and you can output video to an external display using the DisplayPort 1.2 and VGA outputs at resolutions up to 4096 x 2304 @ 60 Hz.; For storage of your files, this system comes with a 512GB M.2 NVMe PCIe SSD that uses a PCIe 3.0 x4 interface and Tri-Level Cell (TLC) NAND flash memory. There is also one 2.5in / 7mm drive bay available for a SATA hard drive or SSD. If you want to add external storage, optical drives, mice, keyboards, printers, memory card readers, and more, the EliteBook 840 G4 offers one USB 3.0 Type-C port, two USB 3.0 Type-A ports, one of which doubles as a charging port, and a docking connector. Built-in Bang & Olufsen stereo speakers, dual microphones, and a 720p webcam let you participate in video calls for work or with friends and family. Connect to the Internet via 802.11ac Wi-Fi or Gigabit Ethernet LAN for a more stable and reliable connection. Furthermore, to free up USB ports and reduce wire clutter, you can connect additional peripherals and devices using Bluetooth 4.2, while a built-in 3-in-1 media card reader supports SD/SDHC/SDXC formats.; The EliteBook 840 G4 Notebook operates using an included Smart AC adapter that runs using 90-265 VAC at 47-63 Hz, a power cord, and a 3-cell / 51Wh lithium-ion polymer long life battery that will last for up to 15.25 hours before recharging is required. The installed operating system is Windows 10 Pro (64-bit)."	1.90781E+11	1GE43UTABA	HE840G41GE43	1031.36	EUR
sdicraft_154	cluster_22267	8	HP 17.3in ProBook 470 G5 Notebook		"Designed for professionals in corporate or SMB environments who want a combination of innovation, security, and multimedia capabilities, the 17.3.6in ProBook 470 G5 Notebook from HP is a full-featured, thin, and light system that lets users remain productive whether in the office or on-the-go. It is powered by a 1.6 GHz Intel Core i5-8250U Quad-Core processor and 8GB of 2400 MHz DDR4 RAM, allowing you to run multiple programs simultaneously and quickly access frequently used files and programs. When running more demanding programs or tasks, the processor can be boosted to achieve a speed of 3.4 GHz using Intel's Turbo Boost 2.0 technology, and the memory can also be upgraded to a maximum of 32GB.; The 17.3in anti-glare display features an HD+ 1600 x 900 screen resolution, a 16:9 aspect ratio, and LED-backlighting. The dedicated NVIDIA GeForce 930MX graphics card has 2GB of dedicated DDR3 memory and delivers a sharp, clear picture. You'll also be able to output video to an external display using the built-in HDMI 1.4b and VGA ports, as well as DisplayPort via USB Type-C.; For storage of your files, this system is equipped with a 500GB 7200 rpm SATA 2.5in hard drive, and there is also an empty M.2 slot for additional internal storage. If you want to add external storage, optical drives, memory card readers, printers, and more, the ProBook 470 G5 offers one USB 3.0 Type-C port, which supports Power Delivery, two USB 3.0 Type-A ports, and one powered USB 2.0 Type-A port. Gigabit Ethernet and 802.11ac 2x2 Wi-Fi are built-in for wired and wireless networking, and Bluetooth 4.2 technology will also allow you to connect additional compatible peripherals wirelessly. There is also an SD/SDHC/SDXC card reader, a 720p webcam, dual-array microphones, and stereo speakers.; HP's ProBook 470 G5 includes a 65W Smart AC adapter and a 3-cell / 48Wh long life lithium-ion battery that lasts for up to 14.25 hours before recharging is required. The installed operating system is Windows 10 Pro (64-bit)."	1.91629E+11	2TT74UTABA	HE470G52TT74	469.69	EUR
sdicraft_170	cluster_22511	9	HP 15.6in EliteBook 850 G4 Notebook		"Designed for mobile professionals who require a rugged notebook with enhanced system and graphics performance in a managed-IT environment, the 15.6in EliteBook 850 G4 Notebook from HP features comprehensive security and a collaborative experience that can handle demanding tasks with efficiency. It is powered by a 2.5 GHz Intel Core i5-7200U Dual-Core processor and 8GB of 2133 MHz DDR4 RAM, allowing you to run multiple programs simultaneously and quickly access frequently used files and programs. When running more demanding programs or tasks, the processor can be boosted to achieve a speed of 3.1 GHz.; The 15.6in SVA anti-glare display features a TN LCD mode and an HD 16:9 resolution of 1366 x 768. Visuals are handled by the integrated Intel HD Graphics 620 chipset, and you can output video to an external display using the DisplayPort 1.2 and VGA outputs at resolutions up to 4096 x 2304 @ 60 Hz.; For storage of your files, this system comes with a 256GB M.2 NVMe PCIe SSD that uses a PCIe 3.0 x4 interface and Tri-Level Cell (TLC) NAND flash memory. There is also one 2.5in / 7mm drive bay available for a SATA hard drive or SSD. If you want to add external storage, optical drives, mice, keyboards, printers, memory card readers, and more, the EliteBook 850 G4 offers one USB 3.0 Type-C port, two USB 3.0 Type-A ports, one of which doubles as a charging port, and a docking connector. Built-in Bang & Olufsen stereo speakers, dual microphones, and a 720p webcam let you participate in video calls for work or with friends and family. Connect to the Internet via 802.11ac Wi-Fi or Gigabit Ethernet LAN for a more stable and reliable connection. Furthermore, to free up USB ports and reduce wire clutter, you can connect additional peripherals and devices using Bluetooth 4.2, while a built-in 3-in-1 media card reader supports SD/SDHC/SDXC formats.; The EliteBook 850 G4 notebook operates using an included 65W Smart AC adapter that runs using 90-265 VAC at 47-63 Hz, and a 3-cell / 51Wh lithium-ion polymer long life battery that will last for up to 14.25 hours before recharging is required. The battery also supports HP Fast Charging, which will charge the battery to 50% in around 30 minutes when the system is off or in standby mode, and the installed operating system is Windows 10 Pro (64-bit)."	1.90781E+11	1BS46UTABA	HE850G41BS46	675.05	EUR
